progress,duration_sec,finished,consent,responsible,owner_surrender,state_prov,long_work,org_type,org_type_other,org_type_recode,intake_type,intake_type_other,intake_type_recode,yearly_dog_intake,percent_owner_surrender,shelter_soft,shelter_soft_other,shelter_soft_recode,shelter_soft_recode1,s1_primary,s1_breed1,s1_purebred,s1_breed2,s1_colour1,s1_colour2,s1_reason1,s1_additional1,s1_reason2,s1_additional2,s1_reason3,s1_additional3,s1_reason4,s1_additional4,s1_reason5,s1_additional5,s1_reason6,s1_additional6,s1_reason7,s1_additional7,s1_reason8,s1_additional8,s1_reason9,s1_additional9,s1_reason10,s2_primary,s2_breed1,s2_purebred,s2_breed2,s2_colour1,s2_colour2,s2_reason1,s2_additional1,s2_reason2,s2_additional2,s2_reason3,s2_additional3,s2_reason4,s2_additional4,s2_reason5,s2_additional5,s2_reason6,s2_additional6,s2_reason7,s2_additional7,s2_reason8,s2_additional8,s2_reason9,s2_additional9,s2_reason10,s3_primary,s3_breed1,s3_purebred,s3_breed2,s3_colour1,s3_colour2,s3_reason1,s3_additional1,s3_reason2,s3_additional2,s3_reason3,s3_additional3,s3_reason4,s3_additional4,s3_reason5,s3_additional5,s3_reason6,s3_additional6,s3_reason7,s3_additional7,s3_reason8,s3_additional8,s3_reason9,s3_additional9,s3_reason10,s4_primary,s4_breed1,s4_purebred,s4_breed2,s4_colour1,s4_colour2,s4_reason1,s4_additional1,s4_reason2,s4_additional2,s4_reason3,s4_additional3,s4_reason4,s4_additional4,s4_reason5,s4_additional5,s4_reason6,s4_additional6,s4_reason7,s4_additional7,s4_reason8,s4_additional8,s4_reason9,s4_additional9,s4_reason10,reason_accurate,percent_human,percent_animal,choose_primary,more_than_one,owner_provide_one,owner_truth,assistance_change,difficult_change,scenarios_reflect,explain_scenarios,order
100,1214,TRUE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Appointment-based,,Appointment-based,200,70,ShelterBuddy,,ShelterBuddy,ShelterBuddy,Life Change - New Baby/Divorce/Relation Split/etc.,Anatolian Shepherd,Mixed, Labrador Retriever,Fawn,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,Behaviour - Too Active,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Rottweiler,Mixed, Border Collie,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Afford Vet Expenses for Chronic Condition,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Border Collie,Mixed, Whippet,Blonde,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,,,Cant Afford Spay/Neuter,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Blonde,Red Brown,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,3,70,95,select what appears to be the main reason or the catalyst that led to the decision being made. ,Strongly Agree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,8,Most surrenders that I encounter are very complex with a lot of different factors and we have to spend a lot of time talking with the owner and really get to the bottom of what is going on and to get the true information as owner will withhold information to get the outcome they want which is usually to surrender. ,Scenario#4-DatainputScenario#1-DatainputScenario#3-DatainputScenario#2-Datainput
3,402,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1562,TRUE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,> 2 - 5 years,Other:,Not for profit,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),80,40,ShelterBuddy,,ShelterBuddy,ShelterBuddy,Life Change - New Baby/Divorce/Relation Split/etc.,Labrador Retriever,Mixed, Pit Bull Terrier,Brown,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At Animals,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Pit Bull Terrier,Mixed, Labrador Retriever,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Pet Has Anxiety,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Afford Vet Expenses for Chronic Condition,No,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Akita Inu,Mixed, Labrador Retriever,Blonde,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,Allergies - Person Has Allergies To Pet,Australian Cattle Dog/Red Heeler,Purebred,,Apricot,Cream,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,Yes,Behaviour - Keeps Escaping,No,,,,,,,,,,,,,,5,81,50,I usually go by what the underlying issue is... The dog may have medical issues but the reason they can't handle those issues is due to cost... the dog may have housetraining issues but the reason they cant handle that is because they don't have time to dedicate to training.,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Agree,9,"In this area, we find that it is mostly cost related reasons that people are surrendering, they cannot afford the medical bills/behavioural needs/ food etc. Another big reason is that people cannot find pet friendly housing.",Scenario#4-DatainputScenario#2-DatainputScenario#3-DatainputScenario#1-Datainput
73,5700,FALSE,"YES, I consent to participate in this study",Yes,Yes,Minnesota,> 2 - 5 years,Private with municipal contract(s),,Private with municipal contract(s),Other:,Open intake for stray animals found within the city limits which we have a municipal contract for and limited intake for surrenders.,Mixed intake types,250,50,Shelterluv,,Shelterluv,Shelterluv,Life Change - New Baby/Divorce/Relation Split/etc.,Black Mouthcur,Mixed, Labrador Retriever,Fawn,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Too Active,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Border Collie,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Afford Vet Expenses for Procedure/Illness,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Afford Spay/Neuter,Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Vet Expenses for Procedure/Illness,No,,,,,,,,,,,,,,,,,,,,,,,Scenario#4-DatainputScenario#2-DatainputScenario#1-DatainputScenario#3-Datainput
100,939,TRUE,"YES, I consent to participate in this study",Yes,Yes,New Mexico,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Appointment-based,,Appointment-based,2000,25,Chameleon,,Chameleon,Chameleon,Behaviour - Too Active,Staffordshire Bull Terrier,Mixed, Weimaraner,Tan,Cream,Behaviour - Too Active,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,No,,,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Australian Terrier,Mixed, Corgi,Black,White,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Too Active,Yes,Cant Afford Food/Grooming/General Expenses,No,,,,,,,,,,,,Too Many Animals,Tibetan Spaniel,Mixed, American Hairless Terrier,Cream,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Unwanted Litter,Yes,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),No,,,,,,,,,,,,Allergies - Person Has Allergies To Pet,Staffordshire Bull Terrier,Mixed, Staffordshire Bull Terrier,Tan,White,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Behaviour - Growls/Lunges/Claws/Hisses At Animals,No,,,,,,,,,,,,,,9,60,85,The one the guardian stresses the most.,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,3,"The exchanges were oversimplified.  The interview process is never that straightforward.  Also none of the examples really captures the angry surrender which is too common especially in sub adult intact animals.  And it doesn't capture the coerced surrender ""the ACO told me I had to surrender or go to court"".",Scenario#4-DatainputScenario#1-DatainputScenario#3-DatainputScenario#2-Datainput
9,988,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Private rescue with shelter facility,,Private shelter/rescue,Appointment-based,,Appointment-based,3,1,Other:,Trackabeast,Trackabeast,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#4-DatainputScenario#2-DatainputScenario#3-DatainputScenario#1-Datainput
100,2517,TRUE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Other:,not for profit,Private shelter/rescue,Other:,also appointment based,Appointment-based,100,30,ShelterBuddy,,ShelterBuddy,ShelterBuddy,Life Change - New Baby/Divorce/Relation Split/etc.,German Shepherd,Mixed, Pit Bull Terrier,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Too Active,Yes,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,No,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Pet Has Anxiety,Yes,Cant Afford Vet Expenses for Chronic Condition,No,,,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Husky,Mixed, Labrador Retriever,Tan,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Too Many Animals,Yes,Unwanted Litter,No,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Red Merle,Cream,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,3,81,61,I try to ask as many questions as needed to find out what the major problem is in case its something that can be fixed to keep the pet in the home,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Agree,10,very similar,Scenario#1-DatainputScenario#4-DatainputScenario#3-DatainputScenario#2-Datainput
100,12540,TRUE,"YES, I consent to participate in this study",Yes,Yes,Tennessee,> 2 - 5 years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Other:,Strays are open intake. Owner Surrenders are Appointment Only,Mixed intake types,1200,50,Shelterluv,,Shelterluv,Shelterluv,Life Change - New Baby/Divorce/Relation Split/etc.,Carolina Dog,Mixed, German Shepherd,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,Behaviour - Too Active,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Border Collie,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Afford Vet Expenses for Chronic Condition,No,,,,,,,,,,,,,,Too Many Animals,Carolina Dog,Mixed, German Shepherd,Yellow,White,Unwanted Litter,Yes,Too Many Animals,Yes,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Beagle,White,Red,Behaviour - Keeps Escaping,Yes,Cant Afford Spay/Neuter,Yes,Allergies - Person Has Allergies To Pet,No,,,,,,,,,,,,,,9,70,50,I choose the reason that is the root of the problems and cannot be remedied through our resources. ,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,7,"The scenarios presented in this questionnaire give accurate situations but do not accurately represent the emotional turmoil that is prevalent in almost every surrender interview and appointment. Not only is it hard for the owner but intake coordinators have to field hostility, distress and sad emotions that can be directed towards the animal, facility, situation and/or the intake coordinator themselves. ",Scenario#4-DatainputScenario#1-DatainputScenario#3-DatainputScenario#2-Datainput
9,1077,FALSE,"YES, I consent to participate in this study",Yes,Yes,Washington,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Appointment-based,,Appointment-based,1238,18,ShelterBuddy,,ShelterBuddy,ShelterBuddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#4-DatainputScenario#3-DatainputScenario#1-DatainputScenario#2-Datainput
100,255557,TRUE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Private shelter,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),70,35,ShelterBuddy,,ShelterBuddy,ShelterBuddy,Life Change - New Baby/Divorce/Relation Split/etc.,Labrador Retriever,Mixed, German Shepherd,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Too Active,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Border Collie,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Pet Has Anxiety,No,,,,,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Carolina Dog,Mixed, Border Collie,Blonde,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Too Many Animals,No,,,,,,,,,,,,Behaviour - Keeps Escaping,Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Cream,Red Merle,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,Yes,Behaviour - Growls/Lunges/Claws/Hisses At Animals,No,,,,,,,,,,,,7,68,36,"Try to discuss with the person what their biggest concern is, determine which issue was the most pressing, and ultimately led them to us. ",Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,7,"Typical surrender reasons for dogs include owner finances, owner health, moving, animal health, animal behaviour. Most dogs we take in have behavioural problems, especially dog reactivity. Many too have medical issues that owners can no longer afford. ",Scenario#2-DatainputScenario#1-DatainputScenario#3-DatainputScenario#4-Datainput
100,1398,TRUE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,> 1 -  2 years,Private rescue with shelter facility,,Private shelter/rescue,Appointment-based,,Appointment-based,100,25,ShelterBuddy,,ShelterBuddy,ShelterBuddy,Behaviour - Too Active,Rottweiler,Mixed, English Mastiff,Fawn,Black,Behaviour - Too Active,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Home - Pet Is Showing Signs Of Stress In The Home,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,No,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,German Shepherd,Mixed, American Staffordshire Terrier,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Pet Has Anxiety,Yes,Behaviour - Undersocialized,No,,,,,,,,,,,,Too Many Animals,Greyhound,Mixed, Husky,Gold,White,Too Many Animals,Yes,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),No,,,,,,,,,,,,,,Behaviour - Too Active,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Red Roan,Red,Behaviour - Undersocialized,Yes,Behaviour - Too Active,Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,7,90,50,I would choose what the owner seems most focused on. ,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,8,Accurate in that owner's often list many reasons for surrender.  Inaccurate in how I as a rescue representative would reciprocate conversation. I would ask more questions before coming to a decision. ie. how much exercise does your pet receive?  where does the dog spend most of it's time? who primarily takes care of the dog?,Scenario#3-DatainputScenario#1-DatainputScenario#4-DatainputScenario#2-Datainput
100,3239,TRUE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Appointment-based,,Appointment-based,600,33,ShelterBuddy,,ShelterBuddy,ShelterBuddy,Life Change - New Baby/Divorce/Relation Split/etc.,German Shepherd,Mixed, Carolina Dog,Brown,Black,Behaviour - Too Active,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,Behaviour - Pet Has Anxiety,Labrador Retriever,Mixed, Carolina Dog,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,No Time For Pet/Pet Is Too Much Responsibility,Yes,Cant Afford Vet Expenses for Procedure/Illness,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),No,,,,,,,,,,,,Behaviour - Pet Has Anxiety,Basenji,Mixed, Carolina Dog,Tan,White,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Moving/Evicted - Cant Take Pet Where Owner Going,No,,,,,,,,,,,,,,Allergies - Person Has Allergies To Pet,Australian Cattle Dog/Blue Heeler,Mixed, Carolina Dog,Brown Brindle,Tan,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Behaviour - Keeps Escaping,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,5,71,57,I choose the most influential reason.,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,7,"These scenarios are pretty common, but we receive many more cats than dogs. Our shelters are focusing more on emergency situations (evacuations, cruelty investigations) these days rather than owner surrenders. ",Scenario#3-DatainputScenario#2-DatainputScenario#1-DatainputScenario#4-Datainput
3,34,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,25,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,121,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1541,TRUE,"YES, I consent to participate in this study",Yes,Yes,Washington,5 + years,Other:,foster based rescue with facility ,Private shelter/rescue,Appointment-based,,Appointment-based,150,40,Petpoint,,Petpoint,Petpoint,Life Change - New Baby/Divorce/Relation Split/etc.,Pit Bull Terrier,Mixed, Black Mouthcur,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Pet Is Not Good With Children,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Cant Afford Vet Expenses for Chronic Condition,Yes,Behaviour - Pet Has Anxiety,No,,,,,,,,,,,,,,Unwanted Litter,Terrier,Mixed, Labrador Retriever,Tan,None,Unwanted Litter,Yes,Too Many Animals,Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Australian Cattle Dog/Red Heeler,Mixed, Pit Bull Terrier,White Merle,Red Merle,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Keeps Escaping,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,6,70,40,"what is the biggest obstacle. if behavior is an issue, but training affordability prevents, then cost...because every animal has some behavior issue.but if it's behavior that is serious, dangerous or otherwise, then behavior because training is critical, but cost may affect their commitment.",Strongly Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,6,"typically people are trying to pass the buck so to speak and usually don't know the realities their animals face if they leave their home. we do not candy coat this and put the ball back in their court with why they are the best candidate to rescue their own dog. if they can't for financial reasons it's different than a lack of willingness in general, but we offer them resources to be sure with their decision and explain how that may endanger their doh. sometimes people then double down on commitment realizing the grass is not greener and they need to figure it out- and others just can't but need to make the tough calls themselves.we won't let them flake out on recognizing their responsibility to the dog and they need to make and live with the consequences of their choices. we are routinely thanked for our investment of time and effort with our suggestions and resources.",Scenario#3-DatainputScenario#4-DatainputScenario#1-DatainputScenario#2-Datainput
3,29,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2282,TRUE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),450,15,Animal Shelter Manager,,Animal Shelter Manager,Other,No Time For Pet/Pet Is Too Much Responsibility,Black Mouthcur,Mixed, Mastiff,Fawn,Black,No Time For Pet/Pet Is Too Much Responsibility,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,No,,,,,,,,,,,,,,Cant Afford Vet Expenses for Chronic Condition,Labrador Retriever,Mixed, American Staffordshire Terrier,Black,White,Behaviour - Pet Has Anxiety,Yes,Cant Afford Vet Expenses for Chronic Condition,Yes,Home - Pet Is Showing Signs Of Stress In The Home,Yes,Life Change-Human Illness/Injury/CareHome/Hospital,No,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Carolina Dog,Mixed, Whippet,Fawn,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Unwanted Litter,No,,,,,,,,,,,,Behaviour - Keeps Escaping,Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Ticked,Red,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,8,70,30,"The apex issue, the one that - even when resources are offered - can’t be solved. ",Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,8,"Scenarios are very similar - though our initial conversation just gathers their info, and one reason then we have a survey they complete to gather more info about what could be the real reason. Not labeling behaviors but asking what they do when x,y,z happens, then using that information in the conversation. ",Scenario#1-DatainputScenario#4-DatainputScenario#2-DatainputScenario#3-Datainput
100,1197,TRUE,"YES, I consent to participate in this study",Yes,Yes,Maryland,Less than six months,Municipally (governmentally) operated,,Municipally (governmentally) operated,Open intake (no appointment),,Open intake (no appointment),3000,50,Other:,Accela,Accela,Other,Life Change - New Baby/Divorce/Relation Split/etc.,German Shepherd,Mixed, Black Mouthcur,Tan,Black,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,Pit Bull Terrier,Mixed, Labrador Retriever,Black,White,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Life Change-Human Illness/Injury/CareHome/Hospital,No,,,,,,,,,,,,,,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Carolina Dog,Mixed, Pit Bull Terrier,Tan,White,Unwanted Litter,Yes,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),No,,,,,,,,,,,,,,Allergies - Person Has Allergies To Pet,Labrador Retriever,Mixed, Carolina Dog,Blonde,Tan,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Keeps Escaping,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,3,94,12,"We don't need to--our software allows us to type in paragraphs, so all reasons go in.",Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,9,"Very similiar, through questioning, often times more information comes out but our front desk isn't trained enough to have these conversations and often the owners get frustrated and just want to ""dump and go"".  Sometimes they claim the animals are strays--and then we find photos on social media proving that they are indeed their own animals.",Scenario#1-DatainputScenario#2-DatainputScenario#3-DatainputScenario#4-Datainput
100,854,TRUE,"YES, I consent to participate in this study",Yes,Yes,Florida,5 + years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Open intake (no appointment),,Open intake (no appointment),1252,10,Shelterluv,,Shelterluv,Shelterluv,Life Change - New Baby/Divorce/Relation Split/etc.,Black Mouthcur,Mixed, Australian Cattle Dog/Red Heeler,Brown,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Too Active,No,,,,,,,,,,,,,,,,Behaviour - Pet Has Anxiety,Labrador Retriever,Mixed, American Bulldog,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Home - Pet Is Showing Signs Of Stress In The Home,No,,,,,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,Basenji,Mixed, Mountain Cur,Gold,White,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Cant Afford Food/Grooming/General Expenses,Yes,Moving/Evicted - Cant Take Pet Where Owner Going,No,,,,,,,,,,,,,,Cant Afford Food/Grooming/General Expenses,Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Tan,Red,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Behaviour - Too Active,No,,,,,,,,,,,,,,,,5,59,30,"We only do owner surrenders now on a very limited basis. It usually involves a family member passing or a special circumstance in which the owner has tried other options, and there is not a suitable outcome.",Agree,Somewhat Disagree,Agree,Disagree,Strongly Agree,5,We get a lot of people saying the dog wandered up and they no longer have the time or finances to care for it. We also get a lot of citizens saying they just dont want to deal with the animal anymore because it doesnt fit their lifestyle. ,Scenario#4-DatainputScenario#3-DatainputScenario#2-DatainputScenario#1-Datainput
